c2,c32,c31,e1,e2,e32,e31,mu21,mu32,mu31,z,alpha,beta,gamma
0.9818807825911228,0.9818807825911228,0.9818807825911228,0.19806551912143408,0.6330024895620256,0.6330024895620256,0.6330024895620256,0.08170176453999285,0.08170176453999285,0.08170176453999285,4.0,0.9406458328287638,0.059354167171236205,0.11376342965471534
0.8938077225850815,0.8938077225850815,0.8938077225850815,0.07068096529891343,0.685842167331707,0.685842167331707,0.685842167331707,0.12290313299033581,0.12290313299033581,0.12290313299033581,4.0,0.8392369343886807,0.16076306561131926,0.5089258770089854
0.6892003607097132,0.6892003607097132,0.6892003607097132,0.02595863348898986,0.219040897645623,0.219040897645623,0.219040897645623,0.0358564559496907,0.0358564559496907,0.0358564559496907,4.0,0.9403188399891661,0.0596811600108339,0.06528478370913385
0.7521938921769784,0.7521938921769784,0.7521938921769784,0.2053662100908497,0.26290306831682775,0.26290306831682775,0.26290306831682775,0.09661520476808827,0.09661520476808827,0.09661520476808827,4.0,0.1426983360525753,0.8573016639474247,0.14990161592695309
0.6339552048119391,0.6339552048119391,0.6339552048119391,0.0365893793252905,0.24296401462494197,0.24296401462494197,0.24296401462494197,0.16298516111877717,0.16298516111877717,0.16298516111877717,4.0,0.4262076429052434,0.5737923570947566,0.08431523972923238
0.9788174470971641,0.9788174470971641,0.9788174470971641,0.1672422712974394,0.2167413719800074,0.2167413719800074,0.2167413719800074,0.19952758355827752,0.19952758355827752,0.19952758355827752,4.0,0.8784200097760168,0.12157999022398325,0.19116821872295373
0.9856817486394495,0.9856817486394495,0.9856817486394495,0.1819089258938931,0.4394937037159325,0.4394937037159325,0.4394937037159325,0.05508621688520526,0.05508621688520526,0.05508621688520526,4.0,0.7370334867262139,0.26296651327378606,0.4441487396081147
0.879541167345546,0.879541167345546,0.879541167345546,0.30563819847221624,0.3185893275062916,0.3185893275062916,0.3185893275062916,0.039148320340450876,0.039148320340450876,0.039148320340450876,4.0,0.52087689150476,0.47912310849524,0.22726187671104536
0.8662138463773695,0.8662138463773695,0.8662138463773695,0.3143628177427875,0.538686442184093,0.538686442184093,0.538686442184093,0.11337805882485213,0.11337805882485213,0.11337805882485213,4.0,0.4571493623261947,0.5428506376738054,0.1412684602119745
0.7823776876252583,0.7823776876252583,0.7823776876252583,0.03454383937914403,0.41156951603579706,0.41156951603579706,0.41156951603579706,0.20147630690547746,0.20147630690547746,0.20147630690547746,4.0,0.730781193962415,0.26921880603758497,0.0589148509903616
0.8270428388681045,0.8270428388681045,0.8270428388681045,0.11735886129477889,0.3837056122849018,0.3837056122849018,0.3837056122849018,0.14765358842907353,0.14765358842907353,0.14765358842907353,4.0,0.507864553012935,0.492135446987065,0.5677116213947141
0.7925202710296587,0.7925202710296587,0.7925202710296587,0.18453523621633913,0.24519995421235186,0.24519995421235186,0.24519995421235186,0.19767170231768175,0.19767170231768175,0.19767170231768175,4.0,0.16029925829195238,0.8397007417080476,0.13168518973622842
0.9654981536002243,0.9654981536002243,0.9654981536002243,0.26622330354904783,0.5554713781053896,0.5554713781053896,0.5554713781053896,0.22980828386286875,0.22980828386286875,0.22980828386286875,4.0,0.6833936328874648,0.3166063671125352,0.2159965110006169
0.9640152263222751,0.9640152263222751,0.9640152263222751,0.027877615800535084,0.44261758035821036,0.44261758035821036,0.44261758035821036,0.3232524431378817,0.3232524431378817,0.3232524431378817,4.0,0.5660164035417494,0.4339835964582506,0.5213161065385908
0.5431333689763844,0.5431333689763844,0.5431333689763844,0.05267060330161465,0.2043616678543085,0.2043616678543085,0.2043616678543085,0.17001144746655986,0.17001144746655986,0.17001144746655986,4.0,0.22999203812453883,0.7700079618754612,0.2113943742665645
0.8359540247893121,0.8359540247893121,0.8359540247893121,0.20945981509017947,0.6925166495935278,0.6925166495935278,0.6925166495935278,0.013998799349007097,0.013998799349007097,0.013998799349007097,4.0,0.38247435915211875,0.6175256408478813,0.08868923694668301
0.7153603081632345,0.7153603081632345,0.7153603081632345,0.026312301908639354,0.3606116464495767,0.3606116464495767,0.3606116464495767,0.12665848836012622,0.12665848836012622,0.12665848836012622,4.0,0.9054671967295587,0.09453280327044133,0.4700238503650806
0.9375116841909871,0.9375116841909871,0.9375116841909871,0.11102644170412689,0.8214300159988985,0.8214300159988985,0.8214300159988985,0.07664707516831744,0.07664707516831744,0.07664707516831744,4.0,0.7892301478938158,0.21076985210618415,0.6966885027181925
0.869734613983981,0.869734613983981,0.869734613983981,0.04815845572141478,0.5976606514908974,0.5976606514908974,0.5976606514908974,0.11995094333925331,0.11995094333925331,0.11995094333925331,4.0,0.4466447239945374,0.5533552760054625,0.48084895447388554
0.7920902853173201,0.7920902853173201,0.7920902853173201,0.2503740626153897,0.499589624532071,0.499589624532071,0.499589624532071,0.1474831261272229,0.1474831261272229,0.1474831261272229,4.0,0.6141277865787683,0.3858722134212317,0.02377819890923357
0.5646095903163355,0.5646095903163355,0.5646095903163355,0.2104944499637036,0.10409947366288454,0.10409947366288454,0.10409947366288454,0.06328167821217207,0.06328167821217207,0.06328167821217207,4.0,0.3204175654931088,0.6795824345068913,0.07217218278381704
0.5769154825600495,0.5769154825600495,0.5769154825600495,0.061524965511061964,0.26900508328063,0.26900508328063,0.26900508328063,0.0682011244779437,0.0682011244779437,0.0682011244779437,4.0,0.8222865773252954,0.17771342267470458,0.0010130958243033572
0.9919517388748166,0.9919517388748166,0.9919517388748166,0.12686102378017663,0.6348353287283379,0.6348353287283379,0.6348353287283379,0.052593977621162157,0.052593977621162157,0.052593977621162157,4.0,0.41421665314585676,0.5857833468541432,0.5162719505885028
0.820597489703883,0.820597489703883,0.820597489703883,0.08921614519121387,0.42647749921045686,0.42647749921045686,0.42647749921045686,0.377807842552506,0.377807842552506,0.377807842552506,4.0,0.03062916225114631,0.9693708377488537,0.4858896779072209
0.5784061609721862,0.5784061609721862,0.5784061609721862,0.07248260998006784,0.18524762110107557,0.18524762110107557,0.18524762110107557,0.14212064722188383,0.14212064722188383,0.14212064722188383,4.0,0.6981446335415026,0.3018553664584974,0.11372643911502271
0.7986552789469771,0.7986552789469771,0.7986552789469771,0.09655956408180057,0.22016470453247486,0.22016470453247486,0.22016470453247486,0.18911161768218268,0.18911161768218268,0.18911161768218268,4.0,0.944697604628383,0.055302395371616964,0.5096959578465993
0.8259907309402674,0.8259907309402674,0.8259907309402674,0.038299513617734,0.219433742569773,0.219433742569773,0.219433742569773,0.18156918136164615,0.18156918136164615,0.18156918136164615,4.0,0.2545273182136829,0.7454726817863171,0.24008062487656348
0.7943805683939824,0.7943805683939824,0.7943805683939824,0.11709011888625323,0.614875060974226,0.614875060974226,0.614875060974226,0.13254617199960755,0.13254617199960755,0.13254617199960755,4.0,0.02903032789632011,0.9709696721036799,0.06114205954640911
0.9447947371951615,0.9447947371951615,0.9447947371951615,0.17007839876914396,0.36225482165754747,0.36225482165754747,0.36225482165754747,0.06709190473246436,0.06709190473246436,0.06709190473246436,4.0,0.31052687907425114,0.6894731209257489,0.5517478886796812
0.9744322621223092,0.9744322621223092,0.9744322621223092,0.3757167343483275,0.49697143761568097,0.49697143761568097,0.49697143761568097,0.24384948244519716,0.24384948244519716,0.24384948244519716,4.0,0.11084249023562799,0.889157509764372,0.14387212842996291
0.8978048962160271,0.8978048962160271,0.8978048962160271,0.3232112024693137,0.030876611316655755,0.030876611316655755,0.030876611316655755,0.0006032413197668104,0.0006032413197668104,0.0006032413197668104,4.0,0.26656711309402537,0.7334328869059746,0.09657897029473776
0.9293238681560042,0.9293238681560042,0.9293238681560042,0.2032648448366824,0.8926731715194273,0.8926731715194273,0.8926731715194273,0.026930937954204794,0.026930937954204794,0.026930937954204794,4.0,0.6648139614135995,0.3351860385864005,0.28606861568230424
0.8979148300482159,0.8979148300482159,0.8979148300482159,0.22384679905728538,0.23898172350373806,0.23898172350373806,0.23898172350373806,0.21838772242117482,0.21838772242117482,0.21838772242117482,4.0,0.11896611236047036,0.8810338876395296,0.12273319107877849
